landmark_id,x,y,z,visibility,pose_name
0,0.4022963231190164,0.1382616806385592,-0.43009516164418793,0.9999836683273317,Warrior_Pose
1,0.43346342706676294,0.09580841600140527,-0.4502966222376487,0.9999185800552368,Warrior_Pose
2,0.44574847645972254,0.09616313031299169,-0.4521760397676892,0.999919891357422,Warrior_Pose
3,0.45693998609835473,0.09573465278064724,-0.4512439953130208,0.9999157190322876,Warrior_Pose
4,0.4250530965589972,0.09499891889124823,-0.30364234830894793,0.9999278783798218,Warrior_Pose
5,0.4301134291486725,0.09594627005980723,-0.3060960531496137,0.9999520778656006,Warrior_Pose
6,0.43551634578065324,0.09650889541029493,-0.3070000665950935,0.9999476671218872,Warrior_Pose
7,0.5478627964139535,0.11692286675507942,-0.39731924759223736,0.9999538660049438,Warrior_Pose
8,0.5184219713007671,0.11948414996213577,0.270414188859664,0.9999436140060424,Warrior_Pose
9,0.44073899282223844,0.18934903874076509,-0.3968794340905117,0.9999496936798096,Warrior_Pose
10,0.43201681746925463,0.19319720088251682,-0.21754454082178673,0.999931812286377,Warrior_Pose
11,0.8359876109225031,0.3611754897108803,-0.4477829428285658,0.9999605417251588,Warrior_Pose
12,0.37937306963499706,0.3462088779814139,0.6557819305503689,0.9998908042907716,Warrior_Pose
13,1.2141078887541465,0.35087892149955274,-0.8819183161116667,0.9978129863739014,Warrior_Pose
14,-0.001445075484939927,0.26089854931111817,0.45851908649093215,0.970307230949402,Warrior_Pose
15,1.5618541051946764,0.36723257104680246,-1.5183665066776082,0.9969155788421632,Warrior_Pose
16,-0.33868868504025296,0.22684597539882348,-0.3237142659784907,0.9911878108978271,Warrior_Pose
17,1.6562852059292539,0.3687243779489713,-1.636651577023757,0.9930253028869628,Warrior_Pose
18,-0.4375272695291701,0.2221158184716112,-0.46405957976642453,0.9833891987800598,Warrior_Pose
19,1.6703166439118782,0.3685867950788809,-1.8474940749726514,0.9936403632164,Warrior_Pose
20,-0.45410029327470797,0.2148448982529207,-0.6294368527427534,0.9844589233398438,Warrior_Pose
21,1.6357669355145514,0.37885949871878677,-1.6187951274150645,0.992737114429474,Warrior_Pose
22,-0.4095146679516825,0.2252483146590229,-0.4491500842862819,0.9875746369361876,Warrior_Pose
23,0.8827821492025818,1.0220934957222991,0.1629674046901654,0.9999336004257202,Warrior_Pose
24,0.6373779238722806,1.038665451860395,0.7617716650061016,0.9999163150787354,Warrior_Pose
25,1.27927671027264,1.3266976310893326,0.10312773885453355,0.9873709678649902,Warrior_Pose
26,0.14603843203582834,1.1076015206717589,-0.33271350624588697,0.9913206696510316,Warrior_Pose
27,1.6850530724520005,1.6107995685142042,0.7002892641195445,0.9864926934242249,Warrior_Pose
28,0.00041565142660040117,1.5988889778682756,0.35972093723788146,0.9770002365112304,Warrior_Pose
29,1.7483850114828619,1.6386088451166043,0.7003797351396411,0.9085060358047484,Warrior_Pose
30,0.04597229063892743,1.6932203857242913,0.39957840607200473,0.9554661512374878,Warrior_Pose
31,1.6939513518032518,1.746396616994728,-0.20318301673350903,0.9805287718772888,Warrior_Pose
32,-0.21407557107580238,1.6866073683495677,-0.18582088834421837,0.9766244292259216,Warrior_Pose
0,0.30167353508237366,-0.7743925981505688,0.6349193115741971,0.9999836683273317,Warrior_Pose
1,0.27208418219081215,-0.8308037446652906,0.6140153266267646,0.9999933242797852,Warrior_Pose
2,0.25876440545873763,-0.8343687079266949,0.611673702945593,0.9999954700469972,Warrior_Pose
3,0.24580475422106332,-0.8369167361722486,0.612526885130519,0.9999958276748656,Warrior_Pose
4,0.2775736627000486,-0.8281387489461098,0.4776549285900915,0.999992847442627,Warrior_Pose
5,0.26903926362175834,-0.8287916987841544,0.47567316988905023,0.9999953508377076,Warrior_Pose
6,0.26034537407573927,-0.8291615360023338,0.4749221255096173,0.9999933242797852,Warrior_Pose
7,0.1746054222148416,-0.8193913565977122,0.6413575076644937,0.999997615814209,Warrior_Pose
8,0.20366255032782388,-0.8080354209195998,0.041840766626666186,0.9999836683273317,Warrior_Pose
9,0.2794508278999752,-0.7211017771630219,0.7176476814819208,0.9999555349349976,Warrior_Pose
10,0.28112912773167964,-0.7239635569064855,0.5244470549624314,0.999919891357422,Warrior_Pose
11,-0.11945916469358618,-0.5714183764948828,0.8348132613887241,0.9999170303344728,Warrior_Pose
12,0.3450909990955256,-0.5683788941921132,-0.06589344311613424,0.9997026324272156,Warrior_Pose
13,-0.5276638458766502,-0.567518776258146,1.4457583558176998,0.9848068952560424,Warrior_Pose
14,0.7461785564107554,-0.6072097780869928,-0.2561745097889404,0.99804425239563,Warrior_Pose
15,-0.878009212254079,-0.5685908583211237,1.7728179784831581,0.9664689302444458,Warrior_Pose
16,1.094252013150446,-0.6665097791986346,-0.1574555099492875,0.99097341299057,Warrior_Pose
17,-0.9889982084527129,-0.5472347829852235,1.7078839366708718,0.9476622939109802,Warrior_Pose
18,1.1974450002586938,-0.6611856251338786,-0.3827930437368219,0.9878113865852356,Warrior_Pose
19,-1.0002880763399693,-0.548248139309718,1.6816635291526298,0.9436908960342408,Warrior_Pose
20,1.205090367173597,-0.6680461524647647,-0.31472343822964555,0.9872380495071412,Warrior_Pose
21,-0.9625546446618063,-0.545676321566707,1.7860143526731267,0.8976885080337524,Warrior_Pose
22,1.1695536346490836,-0.6629499199724431,-0.1297623639275858,0.974131405353546,Warrior_Pose
23,-0.10287270906804963,0.13215134677705495,0.7373023808942002,0.999924659729004,Warrior_Pose
24,0.13535528264211139,0.17632636087450645,0.18553245686133935,0.9999127388000488,Warrior_Pose
25,-0.5070854832044632,0.4870845474667981,1.7018258417351315,0.9946773052215576,Warrior_Pose
26,0.6957410785371659,0.24371476178814594,0.8566202819121094,0.9885374307632446,Warrior_Pose
27,-0.9446913804652144,0.8161956713429595,2.141226944607654,0.9980029463768004,Warrior_Pose
28,0.7689206583479768,0.7410781184391119,1.4632023379696157,0.992099404335022,Warrior_Pose
29,-1.0015020620360802,0.8724888383770723,2.174358649881244,0.9986698627471924,Warrior_Pose
30,0.718997266253863,0.8305380102909817,1.5237079294693925,0.9949648976325988,Warrior_Pose
31,-0.8741907317354443,0.7999712927440492,1.9023803386634215,0.996081531047821,Warrior_Pose
32,1.0211794976758082,0.8330269021285525,1.3012393180196096,0.9892025589942932,Warrior_Pose
0,1.0888915507012689,1.1225835829032986,-1.2367981661392071,0.9999719858169556,Warrior_Pose
1,1.1602259403973325,1.0279302477641545,-1.282873599419254,0.9998801946640016,Warrior_Pose
2,1.1902151271226795,1.0278001005159842,-1.2863757134553513,0.9998767375946044,Warrior_Pose
3,1.2147722376881023,1.0307192496043922,-1.2846057035446754,0.9998722076416016,Warrior_Pose
4,1.1383615298707488,1.0291311939930043,-0.9696207754955637,0.9999014139175416,Warrior_Pose
5,1.1483719805686698,1.0278354605791429,-0.9747260554454649,0.999929904937744,Warrior_Pose
6,1.1579550901606455,1.0261916804703164,-0.9768698544508875,0.9999334812164308,Warrior_Pose
7,1.3838147686114037,1.0857643154628638,-1.1735440944198188,0.9999103546142578,Warrior_Pose
8,1.3078568972390379,1.0757814846476539,0.25489592549788265,0.999914526939392,Warrior_Pose
9,1.1478550135400916,1.2310234549186896,-1.167607082510072,0.9999160766601562,Warrior_Pose
10,1.1235665846245748,1.2284751236653957,-0.7823173139755122,0.9998918771743774,Warrior_Pose
11,1.9642242027442092,1.6019016428108905,-1.1553589768870656,0.9999275207519532,Warrior_Pose
12,0.9900598494942416,1.5826276314211032,1.052963212288948,0.9998788833618164,Warrior_Pose
13,2.7282838203635267,1.752979086271694,-2.0291887505853827,0.9984832406044006,Warrior_Pose
14,0.24040196054587099,1.650120365167531,0.8115093973376054,0.97954523563385,Warrior_Pose
15,3.433615905089157,1.779383611758965,-3.3728885398430926,0.9970316886901855,Warrior_Pose
16,-0.32972991018304854,1.582526364643366,-0.9755525186475141,0.9902218580245972,Warrior_Pose
17,3.6071434583859623,1.780241324704589,-3.592005639061445,0.9924330711364746,Warrior_Pose
18,-0.5183593333844971,1.5744440909401296,-1.2703152225038186,0.9792417883872986,Warrior_Pose
19,3.621129416912529,1.7558030779126494,-4.014348385859238,0.9929215312004088,Warrior_Pose
20,-0.5407414954116296,1.5546894789013375,-1.6530493507985717,0.9806764125823976,Warrior_Pose
21,3.552983513540678,1.7727507303827934,-3.5735904524382684,0.991448163986206,Warrior_Pose
22,-0.4505940950363451,1.5823939958205469,-1.245596845304076,0.9836592674255372,Warrior_Pose
23,1.836764373680702,3.0089137308264,-0.1563341512762307,0.999963641166687,Warrior_Pose
24,1.2453786077362625,2.973153784230959,1.0804183432777337,0.9999608993530272,Warrior_Pose
25,2.6425865333590575,3.574347059104472,-0.6129929761938304,0.9964505434036256,Warrior_Pose
26,0.22412671669130982,3.077097559419798,-1.7336702726941244,0.9979026317596436,Warrior_Pose
27,3.484424585676344,4.081108600910049,0.21186221195291563,0.9975233674049376,Warrior_Pose
28,0.24205484298777444,4.037540930211709,-0.04780509498722736,0.9917389154434204,Warrior_Pose
29,3.591474415246627,4.157155692972565,0.16712789706351538,0.9751758575439452,Warrior_Pose
30,0.3310653473597706,4.216596884798397,0.06466832169537176,0.9836313724517822,Warrior_Pose
31,3.650767160195079,4.37162650955926,-1.755965606725259,0.9957061409950256,Warrior_Pose
32,-0.21351293728316242,4.223922527202526,-1.1760508522956297,0.9906219244003296,Warrior_Pose
0,0.535281578208683,-0.2171985604330063,0.8301417475674291,0.9999995231628418,Warrior_Pose
1,0.5074513242296186,-0.2674324650540029,0.8904611706462424,0.9999996423721312,Warrior_Pose
2,0.500160752766406,-0.2674674575666032,0.8884473614887187,0.9999998807907104,Warrior_Pose
3,0.4926421175281679,-0.2673132400054786,0.8891704078822698,0.9999997615814208,Warrior_Pose
4,0.5038511035015927,-0.26667452879674003,0.6647295099715443,0.9999995231628418,Warrior_Pose
5,0.49493819190948557,-0.264828223629673,0.6625311999611885,0.9999997615814208,Warrior_Pose
6,0.4857267557908983,-0.26265078126283103,0.6614551540129804,0.9999995231628418,Warrior_Pose
7,0.4180876711075928,-0.23824894439440014,1.2145576355090177,0.9999998807907104,Warrior_Pose
8,0.4270857331484541,-0.23675225122123275,0.1932545349425324,0.9999992847442628,Warrior_Pose
9,0.5162123592903222,-0.16733947494026577,1.0118454522737206,0.9999966621398926,Warrior_Pose
10,0.5109402518272552,-0.16657402351251163,0.6996692660758982,0.999993085861206,Warrior_Pose
11,0.17261062931166804,-0.02718679023937541,1.693559752959704,0.9999949932098388,Warrior_Pose
12,0.5187442157621959,-0.0021791210331055006,-0.22441482147491942,0.9999736547470092,Warrior_Pose
